game_id,minutes_elapsed,home_score,away_score,final_home_score,final_away_score
9,25.8,15,14,14,14
9,28.5,13,14,14,14
9,32.1,8,14,14,14
9,38.699999999999996,7,14,14,14
9,42.3,4,14,14,14
9,50.699999999999996,12,14,14,14
9,52.8,15,14,14,14
9,59.699999999999996,15,14,14,14
10,0.6,21,22,34,22
10,3.3,21,22,34,22
10,9.6,25,22,34,22
10,10.799999999999999,22,22,34,22
10,12.299999999999999,21,22,34,22
10,22.2,19,22,34,22
10,23.4,16,22,34,22
10,25.2,15,22,34,22
10,29.4,14,22,34,22
10,33.0,22,22,34,22
10,37.5,22,22,34,22
10,38.699999999999996,25,22,34,22
10,41.4,30,22,34,22
10,43.8,26,22,34,22
10,58.199999999999996,36,22,34,22
11,4.2,14,19,37,19
11,10.5,11,19,37,19
11,14.1,16,19,37,19
11,22.2,8,19,37,19
11,22.8,6,19,37,19
11,28.2,13,19,37,19
11,32.1,18,19,37,19
11,32.699999999999996,18,19,37,19
11,34.5,20,19,37,19
11,36.0,22,19,37,19
11,44.1,25,19,37,19
11,46.8,20,19,37,19
11,51.0,29,19,37,19
11,52.5,30,19,37,19
11,56.1,35,19,37,19
12,1.5,23,21,30,21
12,6.6,27,21,30,21
12,7.5,25,21,30,21
12,9.0,28,21,30,21
12,11.7,27,21,30,21
12,12.6,26,21,30,21
12,18.599999999999998,27,21,30,21
12,23.099999999999998,24,21,30,21
12,23.4,24,21,30,21
12,26.099999999999998,26,21,30,21
12,28.5,23,21,30,21
12,30.9,25,21,30,21
12,41.4,24,21,30,21
12,52.8,32,21,30,21
12,54.3,33,21,30,21
13,0.3,10,10,18,10
13,9.0,15,10,18,10
13,9.6,15,10,18,10
13,14.7,10,10,18,10
13,15.899999999999999,11,10,18,10
13,17.099999999999998,10,10,18,10
13,21.599999999999998,8,10,18,10
13,26.7,9,10,18,10
13,28.2,9,10,18,10
13,34.5,12,10,18,10
13,37.5,9,10,18,10
13,38.1,8,10,18,10
13,38.699999999999996,7,10,18,10
13,40.8,9,10,18,10
13,52.199999999999996,18,10,18,10
14,1.7999999999999998,8,12,17,12
14,3.9,11,12,17,12
14,4.8,11,12,17,12
14,11.1,7,12,17,12
14,12.6,9,12,17,12
14,14.399999999999999,13,12,17,12
14,15.899999999999999,13,12,17,12
14,20.099999999999998,14,12,17,12
14,21.0,13,12,17,12
14,21.599999999999998,15,12,17,12
14,26.4,17,12,17,12
14,27.599999999999998,20,12,17,12
14,32.4,21,12,17,12
14,39.9,20,12,17,12
14,53.4,13,12,17,12
15,2.4,12,16,0,16
15,8.7,11,16,0,16
15,15.899999999999999,19,16,0,16
15,16.2,19,16,0,16
15,17.099999999999998,20,16,0,16
15,19.8,18,16,0,16
15,29.7,8,16,0,16
15,30.0,7,16,0,16
15,31.2,6,16,0,16
15,32.1,4,16,0,16
15,36.3,2,16,0,16
15,46.8,0,16,0,16
15,48.0,0,16,0,16
15,55.5,1,16,0,16
15,59.699999999999996,2,16,0,16
16,4.8,25,22,41,22
16,6.3,28,22,41,22
16,20.4,28,22,41,22
16,22.5,27,22,41,22
16,26.7,32,22,41,22
16,28.5,30,22,41,22
16,29.099999999999998,32,22,41,22
16,36.3,41,22,41,22
16,37.199999999999996,41,22,41,22
16,38.1,41,22,41,22
16,41.1,39,22,41,22
16,45.3,42,22,41,22
16,46.199999999999996,43,22,41,22
16,48.0,41,22,41,22
16,59.4,43,22,41,22
17,0.6,19,21,11,21
17,0.8999999999999999,19,21,11,21
17,5.7,20,21,11,21
17,7.8,24,21,11,21
17,10.799999999999999,27,21,11,21
17,13.5,27,21,11,21
17,13.799999999999999,25,21,11,21
17,18.0,23,21,11,21
17,20.099999999999998,27,21,11,21
17,26.4,26,21,11,21
17,38.4,25,21,11,21
17,42.0,24,21,11,21
17,42.9,26,21,11,21
17,48.9,22,21,11,21
17,59.4,10,21,11,21
18,4.2,17,18,24,18
18,4.8,18,18,24,18
18,5.1,18,18,24,18
18,10.5,24,18,24,18
18,10.799999999999999,24,18,24,18
18,11.1,24,18,24,18
18,15.0,21,18,24,18
18,18.599999999999998,21,18,24,18
18,19.5,21,18,24,18
18,27.9,22,18,24,18
18,31.2,27,18,24,18
18,31.799999999999997,24,18,24,18
18,39.0,21,18,24,18
18,40.5,22,18,24,18
18,57.0,21,18,24,18
19,2.4,16,14,30,14
19,6.6,15,14,30,14
19,9.0,15,14,30,14
19,15.899999999999999,13,14,30,14
19,16.5,12,14,30,14
19,17.099999999999998,15,14,30,14
19,18.3,17,14,30,14
19,19.5,13,14,30,14
19,25.8,20,14,30,14
19,27.599999999999998,24,14,30,14
19,33.3,29,14,30,14
19,39.6,30,14,30,14
19,51.0,27,14,30,14
19,53.4,28,14,30,14
19,54.0,28,14,30,14
20,5.1,15,17,15,17
20,6.3,13,17,15,17
20,8.7,10,17,15,17
20,9.6,12,17,15,17
20,16.5,11,17,15,17
20,23.4,12,17,15,17
20,24.3,9,17,15,17
20,25.2,12,17,15,17
20,25.8,12,17,15,17
20,26.4,12,17,15,17
20,34.199999999999996,12,17,15,17
20,38.4,17,17,15,17
20,38.699999999999996,17,17,15,17
20,46.8,16,17,15,17
20,52.5,14,17,15,17
21,6.3,15,14,8,14
21,7.199999999999999,15,14,8,14
21,13.5,21,14,8,14
21,18.9,24,14,8,14
21,19.2,23,14,8,14
21,23.099999999999998,12,14,8,14
21,37.8,7,14,8,14
21,39.3,7,14,8,14
21,40.5,9,14,8,14
21,47.4,6,14,8,14
21,48.0,6,14,8,14
21,48.3,7,14,8,14
21,49.199999999999996,6,14,8,14
21,57.599999999999994,3,14,8,14
21,59.099999999999994,5,14,8,14
22,1.5,20,21,9,21
22,9.6,20,21,9,21
22,12.6,19,21,9,21
22,17.099999999999998,8,21,9,21
22,26.099999999999998,5,21,9,21
22,30.299999999999997,4,21,9,21
22,34.199999999999996,3,21,9,21
22,34.8,3,21,9,21
22,37.5,6,21,9,21
22,41.1,5,21,9,21
22,42.3,7,21,9,21
22,47.1,9,21,9,21
22,48.3,9,21,9,21
22,49.5,10,21,9,21
22,49.8,11,21,9,21
23,2.4,21,21,18,21
23,8.4,14,21,18,21
23,9.0,12,21,18,21
23,15.0,9,21,18,21
23,19.8,8,21,18,21
23,20.7,8,21,18,21
23,26.099999999999998,9,21,18,21
23,30.599999999999998,12,21,18,21
23,35.1,14,21,18,21
23,45.3,13,21,18,21
23,48.0,14,21,18,21
23,53.4,12,21,18,21
23,54.0,14,21,18,21
23,56.4,14,21,18,21
23,57.3,15,21,18,21
24,3.3,24,21,50,21
24,3.9,25,21,50,21
24,7.8,23,21,50,21
24,16.8,29,21,50,21
24,19.8,29,21,50,21
24,21.0,28,21,50,21
24,26.4,32,21,50,21
24,35.1,40,21,50,21
24,36.9,43,21,50,21
24,38.4,45,21,50,21
24,39.9,42,21,50,21
24,43.5,42,21,50,21
24,51.6,52,21,50,21
24,54.3,47,21,50,21
24,57.0,48,21,50,21
25,9.299999999999999,19,21,22,21
25,13.5,20,21,22,21
25,14.399999999999999,19,21,22,21
25,19.2,18,21,22,21
25,19.8,20,21,22,21
25,31.2,12,21,22,21
25,34.5,8,21,22,21
25,36.0,11,21,22,21
25,42.6,14,21,22,21
25,46.199999999999996,16,21,22,21
25,46.5,15,21,22,21
25,47.1,15,21,22,21
25,49.199999999999996,16,21,22,21
25,51.0,16,21,22,21
25,57.9,24,21,22,21
26,2.6999999999999997,19,22,27,22
26,6.6,18,22,27,22
26,20.7,19,22,27,22
26,21.599999999999998,19,22,27,22
26,23.099999999999998,24,22,27,22
26,28.2,20,22,27,22
26,28.799999999999997,21,22,27,22
26,30.9,19,22,27,22
26,32.1,22,22,27,22
26,37.8,23,22,27,22
26,40.8,25,22,27,22
26,41.1,24,22,27,22
26,54.9,29,22,27,22
26,55.5,28,22,27,22
26,58.5,23,22,27,22
27,9.0,33,16,37,16
27,11.7,37,16,37,16
27,14.399999999999999,41,16,37,16
27,16.2,43,16,37,16
27,19.5,45,16,37,16
27,20.7,46,16,37,16
27,21.599999999999998,45,16,37,16
27,22.5,43,16,37,16
27,31.5,42,16,37,16
27,34.199999999999996,46,16,37,16
27,35.699999999999996,44,16,37,16
27,38.699999999999996,41,16,37,16
27,41.4,40,16,37,16
27,41.699999999999996,40,16,37,16
27,51.6,36,16,37,16
28,1.2,12,14,20,14
28,9.299999999999999,15,14,20,14
28,13.5,16,14,20,14
28,13.799999999999999,15,14,20,14
28,15.0,15,14,20,14
28,28.2,16,14,20,14
28,32.1,12,14,20,14
28,36.0,12,14,20,14
28,39.9,10,14,20,14
28,42.0,12,14,20,14
28,46.5,15,14,20,14
28,47.4,16,14,20,14
28,48.3,14,14,20,14
28,50.1,16,14,20,14
28,52.199999999999996,18,14,20,14
29,4.5,12,14,30,14
29,7.8,16,14,30,14
29,11.4,18,14,30,14
29,14.7,13,14,30,14
29,28.2,21,14,30,14
29,41.1,18,14,30,14
29,45.6,28,14,30,14
29,46.199999999999996,29,14,30,14
29,46.8,30,14,30,14
29,47.699999999999996,31,14,30,14
29,50.699999999999996,33,14,30,14
29,52.8,37,14,30,14
29,55.5,32,14,30,14
29,57.3,33,14,30,14
29,59.4,31,14,30,14
30,5.3999999999999995,13,10,4,10
30,15.899999999999999,6,10,4,10
30,22.5,3,10,4,10
30,25.2,8,10,4,10
30,27.3,8,10,4,10
30,36.6,7,10,4,10
30,41.699999999999996,3,10,4,10
30,42.0,4,10,4,10
30,42.3,3,10,4,10
30,45.9,4,10,4,10
30,47.699999999999996,3,10,4,10
30,48.9,0,10,4,10
30,51.9,1,10,4,10
30,54.0,2,10,4,10
30,55.8,1,10,4,10
31,2.6999999999999997,21,21,21,21
31,8.7,25,21,21,21
31,9.299999999999999,24,21,21,21
31,15.299999999999999,31,21,21,21
31,19.8,28,21,21,21
31,20.099999999999998,27,21,21,21
31,25.8,32,21,21,21
31,32.699999999999996,28,21,21,21
31,33.6,29,21,21,21
31,35.1,31,21,21,21
31,36.6,25,21,21,21
31,54.0,22,21,21,21
31,54.9,24,21,21,21
31,56.1,27,21,21,21
31,56.699999999999996,25,21,21,21
32,8.4,30,15,29,15
32,9.9,29,15,29,15
32,16.5,26,15,29,15
32,20.4,17,15,29,15
32,22.2,17,15,29,15
32,22.8,17,15,29,15
32,25.5,20,15,29,15
32,27.0,22,15,29,15
32,31.2,21,15,29,15
32,38.1,31,15,29,15
32,41.699999999999996,31,15,29,15
32,46.5,30,15,29,15
32,52.5,31,15,29,15
32,54.3,28,15,29,15
32,56.4,26,15,29,15
33,0.6,22,22,25,22
33,3.3,24,22,25,22
33,6.6,27,22,25,22
33,15.299999999999999,27,22,25,22
33,16.2,25,22,25,22
33,17.099999999999998,22,22,25,22
33,18.0,20,22,25,22
33,18.599999999999998,21,22,25,22
33,26.4,20,22,25,22
33,30.0,20,22,25,22
33,33.6,26,22,25,22
33,39.0,26,22,25,22
33,39.9,27,22,25,22
33,51.9,25,22,25,22
33,59.4,25,22,25,22
34,0.3,12,14,0,14
34,3.3,11,14,0,14
34,5.7,7,14,0,14
34,7.199999999999999,8,14,0,14
34,14.7,0,14,0,14
34,15.0,1,14,0,14
34,16.5,2,14,0,14
34,21.599999999999998,5,14,0,14
34,25.8,2,14,0,14
34,40.5,0,14,0,14
34,41.1,0,14,0,14
34,47.1,0,14,0,14
34,47.4,0,14,0,14
34,54.6,0,14,0,14
34,56.4,0,14,0,14
35,5.7,19,20,5,20
35,10.799999999999999,19,20,5,20
35,11.4,20,20,5,20
35,15.899999999999999,22,20,5,20
35,27.599999999999998,13,20,5,20
35,33.0,12,20,5,20
35,37.5,13,20,5,20
35,38.4,10,20,5,20
35,45.6,8,20,5,20
35,48.0,4,20,5,20
35,48.3,5,20,5,20
35,49.8,5,20,5,20
35,53.1,4,20,5,20
35,54.0,4,20,5,20
35,55.8,6,20,5,20
36,8.4,28,22,18,22
36,16.8,25,22,18,22
36,17.099999999999998,24,22,18,22
36,19.5,25,22,18,22
36,21.0,25,22,18,22
36,22.8,27,22,18,22
36,25.5,21,22,18,22
36,37.199999999999996,12,22,18,22
36,38.699999999999996,12,22,18,22
36,40.8,15,22,18,22
36,42.0,15,22,18,22
36,48.9,14,22,18,22
36,50.4,16,22,18,22
36,55.8,17,22,18,22
36,56.699999999999996,18,22,18,22
37,0.6,14,14,29,14
37,1.5,16,14,29,14
37,10.5,18,14,29,14
37,12.6,20,14,29,14
37,13.5,20,14,29,14
37,27.0,30,14,29,14
37,29.4,31,14,29,14
37,30.9,31,14,29,14
37,31.799999999999997,32,14,29,14
37,32.4,31,14,29,14
37,33.6,31,14,29,14
37,34.5,31,14,29,14
37,44.4,33,14,29,14
37,52.8,33,14,29,14
37,55.5,31,14,29,14
38,0.8999999999999999,15,14,35,14
38,7.199999999999999,15,14,35,14
38,7.5,16,14,35,14
38,12.9,21,14,35,14
38,14.1,23,14,35,14
38,17.4,23,14,35,14
38,18.599999999999998,24,14,35,14
38,23.4,22,14,35,14
38,24.599999999999998,21,14,35,14
38,26.099999999999998,22,14,35,14
38,35.1,22,14,35,14
38,36.9,24,14,35,14
38,50.699999999999996,27,14,35,14
38,55.5,32,14,35,14
38,57.9,34,14,35,14
39,1.5,13,15,6,15
39,3.9,11,15,6,15
39,5.3999999999999995,13,15,6,15
39,22.8,12,15,6,15
39,23.7,11,15,6,15
39,27.0,16,15,6,15
39,27.599999999999998,18,15,6,15
39,28.799999999999997,19,15,6,15
39,29.4,22,15,6,15
39,33.0,20,15,6,15
39,33.3,20,15,6,15
39,38.4,11,15,6,15
39,45.6,9,15,6,15
39,48.6,5,15,6,15
39,58.5,9,15,6,15
40,0.8999999999999999,18,16,24,16
40,1.5,16,16,24,16
40,1.7999999999999998,15,16,24,16
40,5.3999999999999995,17,16,24,16
40,6.6,16,16,24,16
40,11.7,14,16,24,16
40,15.6,18,16,24,16
40,31.5,16,16,24,16
40,31.799999999999997,15,16,24,16
40,35.1,15,16,24,16
40,44.4,25,16,24,16
40,47.4,25,16,24,16
40,48.3,22,16,24,16
40,50.1,19,16,24,16
40,50.4,20,16,24,16
41,0.8999999999999999,15,14,19,14
41,6.3,19,14,19,14
41,14.1,15,14,19,14
41,20.7,18,14,19,14
41,24.9,16,14,19,14
41,27.3,14,14,19,14
41,32.1,7,14,19,14
41,32.699999999999996,8,14,19,14
41,33.6,6,14,19,14
41,43.8,13,14,19,14
41,45.6,16,14,19,14
41,48.3,19,14,19,14
41,48.6,20,14,19,14
41,50.1,17,14,19,14
41,55.5,21,14,19,14
42,2.1,22,22,13,22
42,2.4,23,22,13,22
42,5.1,19,22,13,22
42,6.3,16,22,13,22
42,29.7,21,22,13,22
42,30.299999999999997,23,22,13,22
42,33.9,21,22,13,22
42,35.4,21,22,13,22
42,47.1,22,22,13,22
42,47.4,22,22,13,22
42,48.6,23,22,13,22
42,51.3,20,22,13,22
42,54.6,17,22,13,22
42,55.5,17,22,13,22
42,56.1,16,22,13,22
43,2.4,25,23,14,23
43,8.1,18,23,14,23
43,14.1,15,23,14,23
43,14.399999999999999,16,23,14,23
43,24.3,25,23,14,23
43,36.0,16,23,14,23
43,36.6,14,23,14,23
43,38.1,13,23,14,23
43,41.699999999999996,16,23,14,23
43,45.0,17,23,14,23
43,45.3,18,23,14,23
43,49.199999999999996,19,23,14,23
43,51.9,15,23,14,23
43,56.699999999999996,15,23,14,23
43,57.3,16,23,14,23
44,5.7,17,13,37,13
44,10.2,11,13,37,13
44,11.1,10,13,37,13
44,20.099999999999998,14,13,37,13
44,30.599999999999998,28,13,37,13
44,34.5,28,13,37,13
44,34.8,29,13,37,13
44,36.6,31,13,37,13
44,39.0,31,13,37,13
44,39.6,32,13,37,13
44,41.699999999999996,35,13,37,13
44,44.4,37,13,37,13
44,49.8,41,13,37,13
44,51.6,43,13,37,13
44,57.9,38,13,37,13
45,6.6,21,19,2,19
45,7.199999999999999,21,19,2,19
45,10.799999999999999,20,19,2,19
45,12.6,19,19,2,19
45,13.799999999999999,19,19,2,19
45,18.3,11,19,2,19
45,19.5,12,19,2,19
45,19.8,12,19,2,19
45,28.2,5,19,2,19
45,30.9,6,19,2,19
45,32.4,4,19,2,19
45,36.6,2,19,2,19
45,39.6,1,19,2,19
45,55.199999999999996,6,19,2,19
45,57.9,3,19,2,19
46,1.5,16,15,10,15
46,5.1,14,15,10,15
46,7.5,16,15,10,15
46,9.299999999999999,18,15,10,15
46,18.0,16,15,10,15
46,18.3,16,15,10,15
46,27.9,14,15,10,15
46,29.7,11,15,10,15
46,35.4,12,15,10,15
46,38.699999999999996,10,15,10,15
46,39.9,10,15,10,15
46,42.3,6,15,10,15
46,56.4,13,15,10,15
46,56.699999999999996,13,15,10,15
46,58.5,11,15,10,15
47,2.6999999999999997,25,23,23,23
47,4.2,25,23,23,23
47,5.1,24,23,23,23
47,13.799999999999999,20,23,23,23
47,16.8,23,23,23,23
47,25.5,25,23,23,23
47,33.0,28,23,23,23
47,36.0,26,23,23,23
47,36.6,27,23,23,23
47,39.3,24,23,23,23
47,44.1,29,23,23,23
47,50.4,24,23,23,23
47,52.8,22,23,23,23
47,55.8,23,23,23,23
47,56.699999999999996,20,23,23,23
48,6.3,18,21,22,21
48,8.1,17,21,22,21
48,12.6,13,21,22,21
48,13.799999999999999,13,21,22,21
48,15.6,13,21,22,21
48,23.4,23,21,22,21
48,27.9,26,21,22,21
48,28.799999999999997,25,21,22,21
48,29.099999999999998,27,21,22,21
48,31.799999999999997,27,21,22,21
48,36.0,27,21,22,21
48,39.3,27,21,22,21
48,39.6,25,21,22,21
48,47.699999999999996,20,21,22,21
48,50.1,19,21,22,21
49,1.2,16,15,23,15
49,4.8,21,15,23,15
49,11.4,25,15,23,15
49,11.7,26,15,23,15
49,13.2,28,15,23,15
49,17.7,25,15,23,15
49,29.7,32,15,23,15
49,38.699999999999996,25,15,23,15
49,39.3,23,15,23,15
49,40.8,20,15,23,15
49,42.0,23,15,23,15
49,43.8,22,15,23,15
49,47.699999999999996,28,15,23,15
49,48.3,28,15,23,15
49,58.199999999999996,22,15,23,15
50,13.799999999999999,9,13,33,13
50,16.8,7,13,33,13
50,26.099999999999998,12,13,33,13
50,29.4,13,13,33,13
50,33.0,11,13,33,13
50,37.199999999999996,14,13,33,13
50,39.3,14,13,33,13
50,40.8,13,13,33,13
50,42.0,15,13,33,13
50,48.3,19,13,33,13
50,49.5,23,13,33,13
50,55.199999999999996,23,13,33,13
50,55.8,25,13,33,13
50,57.0,27,13,33,13
50,58.199999999999996,29,13,33,13
51,1.2,20,18,5,18
51,3.3,20,18,5,18
51,5.7,25,18,5,18
51,13.2,25,18,5,18
51,23.4,29,18,5,18
51,24.0,27,18,5,18
51,30.9,23,18,5,18
51,31.5,22,18,5,18
51,32.4,23,18,5,18
51,37.199999999999996,24,18,5,18
51,37.5,23,18,5,18
51,50.4,19,18,5,18
51,53.699999999999996,18,18,5,18
51,57.0,10,18,5,18
51,57.3,9,18,5,18
52,3.9,23,20,0,20
52,11.1,22,20,0,20
52,12.0,21,20,0,20
52,17.099999999999998,17,20,0,20
52,19.2,17,20,0,20
52,20.4,17,20,0,20
52,23.7,15,20,0,20
52,24.599999999999998,14,20,0,20
52,33.3,4,20,0,20
52,40.5,3,20,0,20
52,48.0,0,20,0,20
52,49.199999999999996,0,20,0,20
52,49.5,0,20,0,20
52,57.9,0,20,0,20
52,59.4,0,20,0,20
53,6.3,19,16,37,16
53,11.7,25,16,37,16
53,13.799999999999999,28,16,37,16
53,14.1,28,16,37,16
53,17.099999999999998,31,16,37,16
53,19.5,38,16,37,16
53,23.099999999999998,38,16,37,16
53,30.299999999999997,42,16,37,16
53,41.1,45,16,37,16
53,42.9,45,16,37,16
53,45.9,41,16,37,16
53,48.0,42,16,37,16
53,50.4,35,16,37,16
53,51.6,34,16,37,16
53,53.4,34,16,37,16
54,0.6,18,17,20,17
54,0.8999999999999999,17,17,20,17
54,8.4,11,17,20,17
54,9.0,11,17,20,17
54,10.5,11,17,20,17
54,16.8,15,17,20,17
54,22.5,11,17,20,17
54,28.799999999999997,9,17,20,17
54,31.799999999999997,9,17,20,17
54,35.699999999999996,13,17,20,17
54,36.6,13,17,20,17
54,52.199999999999996,15,17,20,17
54,57.0,19,17,20,17
54,57.3,19,17,20,17
54,59.099999999999994,20,17,20,17
55,5.7,19,22,19,22
55,12.0,23,22,19,22
55,29.7,15,22,19,22
55,30.299999999999997,15,22,19,22
55,34.5,17,22,19,22
55,35.699999999999996,17,22,19,22
55,37.199999999999996,18,22,19,22
55,40.199999999999996,19,22,19,22
55,40.5,18,22,19,22
55,43.5,20,22,19,22
55,46.199999999999996,20,22,19,22
55,47.4,17,22,19,22
55,54.6,17,22,19,22
55,54.9,18,22,19,22
55,57.0,17,22,19,22
56,8.4,4,14,2,14
56,16.2,0,14,2,14
56,16.8,0,14,2,14
56,17.099999999999998,0,14,2,14
56,18.3,0,14,2,14
56,26.099999999999998,0,14,2,14
56,30.0,0,14,2,14
56,32.699999999999996,0,14,2,14
56,33.3,0,14,2,14
56,41.4,0,14,2,14
56,42.3,0,14,2,14
56,43.8,0,14,2,14
56,45.3,0,14,2,14
56,48.6,0,14,2,14
56,53.1,0,14,2,14
57,2.6999999999999997,13,16,3,16
57,9.0,11,16,3,16
57,10.2,10,16,3,16
57,24.0,3,16,3,16
57,24.9,2,16,3,16
57,28.5,4,16,3,16
57,29.099999999999998,1,16,3,16
57,30.0,1,16,3,16
57,36.0,0,16,3,16
57,40.5,1,16,3,16
57,41.699999999999996,0,16,3,16
57,42.9,0,16,3,16
57,45.3,0,16,3,16
57,57.599999999999994,6,16,3,16
57,59.099999999999994,5,16,3,16
58,0.6,21,22,33,22
58,1.2,19,22,33,22
58,8.4,32,22,33,22
58,13.2,32,22,33,22
58,14.1,32,22,33,22
58,29.4,34,22,33,22
58,31.5,36,22,33,22
58,36.9,37,22,33,22
58,41.4,33,22,33,22
58,42.0,33,22,33,22
58,43.5,38,22,33,22
58,50.1,40,22,33,22
58,51.0,36,22,33,22
58,54.3,38,22,33,22
58,59.099999999999994,34,22,33,22
59,0.8999999999999999,25,22,0,22
59,11.4,23,22,0,22
59,15.299999999999999,18,22,0,22
59,15.6,18,22,0,22
59,16.2,18,22,0,22
59,19.2,14,22,0,22
59,26.099999999999998,17,22,0,22
59,30.0,19,22,0,22
59,32.4,17,22,0,22
59,33.6,20,22,0,22
59,37.8,18,22,0,22
59,43.199999999999996,11,22,0,22
59,47.699999999999996,5,22,0,22
59,55.199999999999996,0,22,0,22
59,55.5,0,22,0,22
60,1.5,13,12,28,12
60,2.6999999999999997,14,12,28,12
60,6.0,15,12,28,12
60,7.199999999999999,14,12,28,12
60,16.8,18,12,28,12
60,19.2,16,12,28,12
60,24.0,16,12,28,12
60,33.6,22,12,28,12
60,33.9,22,12,28,12
60,36.0,21,12,28,12
60,47.699999999999996,24,12,28,12
60,49.8,26,12,28,12
60,51.0,27,12,28,12
60,56.1,27,12,28,12
60,58.199999999999996,27,12,28,12
61,1.7999999999999998,23,19,6,19
61,20.4,19,19,6,19
61,21.0,20,19,6,19
61,28.5,22,19,6,19
61,30.0,24,19,6,19
61,31.5,22,19,6,19
61,35.1,21,19,6,19
61,36.6,22,19,6,19
61,37.199999999999996,25,19,6,19
61,37.5,23,19,6,19
61,42.6,15,19,6,19
61,53.699999999999996,15,19,6,19
61,56.1,12,19,6,19
61,57.0,8,19,6,19
61,59.4,4,19,6,19
62,9.0,30,22,29,22
62,12.0,33,22,29,22
